title,price,body_style,mileage,exterior_color,interior_color,engine,transmission,drive_type,fuel_type,stereo,doors,stock_number,vin_num,description,other_options,year,make,model,import,kind
2009 Volkswagen Jetta TDI Diesel Sedan,14900,4 Door,107725,White,Tan Leather,2.0L 4 Cylinder Turbo Diesel,Automatic,Front Wheel Drive,Diesel,AM/FM CD,4,90139,3VWRL71K89M090139,"Description
  
      The 2009 Volkswagen Jetta TDI remains the only discount-price European sedan. This is a super clean, very sharp looking Jetta that gets tremendous gas mileage. The 2009 Jetta boasts an upscale look and feel, comfortable seats, impressive cargo capacity, and a pleasant ride.The popular diesel-fueled TDI trim level has been MIA the past few years due to new government emissions regulations, but implementation of ""clean diesel"" technology has allowed VW to bring back the TDI. The new model is 50-state-certified and returns an impressive 34 mpg combined on the EPA testing cycle. A significant boost in power makes this fuel-efficient model even more attractive.This Jetta comes equipped with Heated Leather Seats, Power Sunroof, and Power Options.The Jetta TDI features a 2.0-liter turbodiesel engine that utilizes VW's new clean diesel technology, making this car compliant with all 50 states' emissions requirements. This diesel produces 140 hp and a healthy 236 lb-ft of torque. The TDI shares the same six-speed manual and DSG transmission choices as the Wolfsburg. Fuel economy for the TDI with a manual is estimated to be 29 mpg city/40 mpg highway and 33 mpg combined.Standard safety equipment includes antilock disc brakes, stability and traction control, front side airbags and full-length side curtain airbags. The National Highway Traffic Safety Administration gave the Jetta sedan and Sportwagen four out of five stars for frontal collision protection, and a perfect five stars for side protection. In Insurance Institute for Highway Safety crash tests, the Jetta sedan received the highest rating of ""Good"" for frontal offset and side crash protection.Give us a call to schedule a test drive or if you have additional questions. Warranty available for purchase.","<h3 class=""field-label"">Features</h3>
  <div class=""item-list""><ul id=""list-0"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">2WD/Front Wheel Drive</li>
<li>4 Door</li>
<li>Air Conditioning</li>
<li>Alloy Wheels</li>
<li>AM FM Radio</li>
<li>Anti Lock Brakes</li>
<li class=""last"">Automatic Transmission</li>
</ul></div><div class=""item-list""><ul id=""list-1"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">CD Player</li>
<li>Cruise Control</li>
<li>Dual Air Bags</li>
<li>Heated Seats</li>
<li>Leather Interior</li>
<li>Moon Roof/Sunroof</li>
<li class=""last"">Power Locks</li>
</ul></div><div class=""item-list""><ul id=""list-2"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Power Mirrors</li>
<li>Power Steering</li>
<li>Power Windows</li>
<li>Rear Window Defroster</li>
<li>Side Airbags</li>
<li>Tilt Wheel</li>
<li class=""last"">Tinted Glass</li>
</ul></div>",2009,Volkswagen,Jetta,import,car
2009 Volkswagen Jetta TDI,12495,4 Door,131642,Gray,Gray Leather,2.0L 4 Cylinder Turbo Diesel,DSG Automatic,Front Wheel Drive,Diesel,AM/FM CD,4,138125,3VWRL71K89M138125,"Description
  
      The 2009 Volkswagen Jetta TDI returns. Unlike the previous-generation Jetta's TDI, this more powerful diesel engine is 50-state certified in terms of emissions. Other changes throughout the Jetta lineup include stability control, heated seats and heated washer nozzles added as standard equipment. The Jetta boasts upscale look and feel, comfortable seats, impressive cargo capacity in both body styles, and a pleasant ride.This Jetta is equipped with Heated Leather Seats, Power Sunroof, and Power Options.The Jetta TDI features a 2.0-liter turbodiesel engine that utilizes VW's new clean diesel technology, making this car compliant with all 50 states' emissions requirements. This diesel produces 140 hp and a healthy 236 lb-ft of torque. Fuel economy for the TDI with a manual is estimated to be 29 mpg city/40 mpg highway and 33 mpg combined.Standard safety equipment includes antilock disc brakes, stability and traction control, front side airbags and full-length side curtain airbags. The National Highway Traffic Safety Administration gave the Jetta sedan and Sportwagen four out of five stars for frontal collision protection, and a perfect five stars for side protection. In Insurance Institute for Highway Safety crash tests, the Jetta sedan received the highest rating of ""Good"" for frontal offset and side crash protection.Give us a call to schedule a test drive or if you have additional questions. Warranty available for purchase.","<h3 class=""field-label"">Features</h3>
  <div class=""item-list""><ul id=""list-0"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">2WD/Front Wheel Drive</li>
<li>4 Door</li>
<li>Air Conditioning</li>
<li>Alloy Wheels</li>
<li>AM FM Radio</li>
<li>Anti Lock Brakes</li>
<li>Automatic Transmission</li>
<li class=""last"">CD Player</li>
</ul></div><div class=""item-list""><ul id=""list-1"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Cruise Control</li>
<li>Diesel</li>
<li>Dual Air Bags</li>
<li>Heated Seats</li>
<li>Leather Interior</li>
<li>Moon Roof/Sunroof</li>
<li>Power Locks</li>
<li class=""last"">Power Mirrors</li>
</ul></div><div class=""item-list""><ul id=""list-2"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Power Steering</li>
<li>Power Windows</li>
<li>Rear Window Defroster</li>
<li>Remote Keyless Entry</li>
<li>Side Airbags</li>
<li>Tilt Wheel</li>
<li class=""last"">Tinted Glass</li>
</ul></div>",2009,Volkswagen,Jetta,import,car
2006 Volkswagen Jetta 2.5L 5 Speed Manual,7900,4 Door,101775,Silver,Gray Leather,2.5L 5 Cylinder,5 Speed Manual,Front Wheel Drive,Gas,AM/FM CD,4,05JETTA3307,3VWSG71K66M713307,"Description
  
      The 2006 Volkswagen Jetta 2.5 Pkg 1 with **5 Speed Manual** offers a near ideal balance between ride and handling. This, along with its Great Fuel Economy, premium cabin materials and long features list, makes it a great choice for small-car buyers. The Jetta 2.5 boasts a comfortable ride, rich interior materials, loads of standard safety features, excellent crash test scores, and solid build quality.This Jetta is equipped with Heated Leather Interior, Power Sunroof, and Power Options.Powering the Jetta is a 2.5-liter five-cylinder with 150 hp and 170 lb-ft of torque. Fuel Economy clocks in at 19 MPG City and 28 MPG Hwy.Four-wheel antilock disc brakes, seat-mounted side airbags for front occupants and full-length head curtain airbags are standard across the line. In NHTSA crash testing, the VW Jetta received four stars for driver and passenger protection in frontal impacts, and five stars for front and rear seat protection in side impacts. The IIHS rated the VW Jetta ""Good"" its highest rating after conducting its offset frontal-impact crash test. The sedan also aced the side-impact test conducted by the IIHS.Give us a call to schedule a test drive or if you have additional questions. Warranty available for purchase.","<h3 class=""field-label"">Features</h3>
  <div class=""item-list""><ul id=""list-0"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">2WD/Front Wheel Drive</li>
<li>4 Door</li>
<li>Air Conditioning</li>
<li>Alloy Wheels</li>
<li>AM FM Radio</li>
<li>Anti Lock Brakes</li>
<li class=""last"">Automatic Transmission</li>
</ul></div><div class=""item-list""><ul id=""list-1"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">CD Player</li>
<li>Cruise Control</li>
<li>Dual Air Bags</li>
<li>Heated Seats</li>
<li>Leather Interior</li>
<li>Manual Transmission</li>
<li class=""last"">Power Locks</li>
</ul></div><div class=""item-list""><ul id=""list-2"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Power Mirrors</li>
<li>Power Steering</li>
<li>Power Windows</li>
<li>Rear Window Defroster</li>
<li>Tilt Wheel</li>
<li class=""last"">Tinted Glass</li>
</ul></div>",2006,Volkswagen,Jetta,import,car
2009 Volkswagen Jetta SE 2.5L Sedan,8995,4 Door,106142,Silver,Gray Leather,2.5L 5 Cylinder,6 Speed Shiftable Automatic,Front Wheel Drive,Gas,AM/FM CD,4,09JETTA1495,3VWRZ71K69M021495,"Description
  
      The 2009 Volkswaggen Jetta 2.5L Sedan with **Power Sunroof** is a solid European styled sedan with upscale look and feel, comfortable seats, impressive cargo capacity, and a pleasant ride.This Jetta is equipped with Heated Leather and Power Options.Powering the Jetta is a 2.5-liter five-cylinder engine rated at 170 horsepower and 177 pound-feet of torque. Fuel Economy clocks in at 20 MPG City and 29 MPG Hwy.Standard safety equipment includes antilock disc brakes, stability and traction control, front side airbags and full-length side curtain airbags.Give us a call to schedule a test drive or if you have additional questions. Warranty available for purchase.","<h3 class=""field-label"">Features</h3>
  <div class=""item-list""><ul id=""list-0"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">2WD/Front Wheel Drive</li>
<li>4 Door</li>
<li>Air Conditioning</li>
<li>Alloy Wheels</li>
<li>AM FM Radio</li>
<li>Anti Lock Brakes</li>
<li class=""last"">Automatic Transmission</li>
</ul></div><div class=""item-list""><ul id=""list-1"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">CD Player</li>
<li>Cruise Control</li>
<li>Dual Air Bags</li>
<li>Heated Seats</li>
<li>Leather Interior</li>
<li>Moon Roof/Sunroof</li>
<li class=""last"">Power Locks</li>
</ul></div><div class=""item-list""><ul id=""list-2"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Power Mirrors</li>
<li>Power Steering</li>
<li>Power Windows</li>
<li>Rear Window Defroster</li>
<li>Side Airbags</li>
<li>Tilt Wheel</li>
<li class=""last"">Tinted Glass</li>
</ul></div>",2009,Volkswagen,Jetta,import,car
2010 Lexus ES 350,23900,4 Door,72375,Black,Beige Leather,3.5L V6,6 Speed Shiftable Automatic,Front Wheel Drive,Gas,AM/FM 6 DISC CD CHANGER,4,363811,JTHBK1EG4A2363811,"Description
  
      **One Owner** The 2010 Lexus ES 350 remains a top choice among entry-level luxury sedans. The ES 350 boasts Powerful and velvety-smooth V6, plush ride, sumptuous interior, and high-end luxury features.The cabin is stocked with high-quality materials that are screwed together to a degree befitting the reputation Lexus has achieved over the years the Camry can't make the same claim. Ambient noise is quelled to a level that may make you question your hearing, while the isolated ride melts road imperfections away. The V6 engine is civilized and offers a pleasing mix of power and fuel economy. In short, the ES 350 is designed to comfortably whisk you away from that long day at the office while drawing as little attention to itself as possible.For 2010, the ES 350 gets a mild exterior freshening and a significant bolstering of its features list. Now standard are rear side airbags, leather upholstery, driver memory functions, Bluetooth audio and a USB port.Standard equipment on the ES 350 includes 17-inch alloy wheels, heated and ventilated front seats, a sunroof, automatic wipers, cruise control, keyless ignition/entry, dual-zone automatic climate control, 10-way power front seats, driver memory functions, a power tilt-and-telescoping steering column, leather upholstery, auto-dimming mirror, Bluetooth phone and music streaming capability, and an eight-speaker stereo with in-dash six-CD changer, satellite radio, iPod interface, auxiliary audio jack and USB audio jack.The 2010 Lexus ES 350 is powered by a 3.5-liter V6 that doles out a silky smooth 272 horsepower and 254 pound-feet of torque. Front-wheel drive and a six-speed automatic transmission are standard. Estimated fuel economy stands at 19 mpg city/27 mpg highway and 22 mpg combined.Give us a call to schedule a test drive. Warranty available for purchase.","<h3 class=""field-label"">Features</h3>
  <div class=""item-list""><ul id=""list-0"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">2WD/Front Wheel Drive</li>
<li>4 Door</li>
<li>Air Conditioning</li>
<li>Alloy Wheels</li>
<li>AM FM Radio</li>
<li>Anti Lock Brakes</li>
<li>Automatic Transmission</li>
<li>Blue Tooth</li>
<li>CD Changer</li>
<li class=""last"">Cruise Control</li>
</ul></div><div class=""item-list""><ul id=""list-1"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Dual Air Bags</li>
<li>Fog Lights</li>
<li>Heated Seats</li>
<li>Leather Interior</li>
<li>Memory Seats</li>
<li>Moon Roof/Sunroof</li>
<li>One Owner</li>
<li>Power Locks</li>
<li>Power Mirrors</li>
<li class=""last"">Power Seats</li>
</ul></div><div class=""item-list""><ul id=""list-2"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Power Steering</li>
<li>Power Windows</li>
<li>Rear Window Defroster</li>
<li>Remote Keyless Entry</li>
<li>Side Airbags</li>
<li>Tilt Wheel</li>
<li>Tinted Glass</li>
<li class=""last"">Traction Control</li>
</ul></div>",2010,Lexus,ES,import,car
2006 Hyundai Sonata GLS V6,7495,4 Door,127448,Silver,Gray Leather,3.3L V6,5 Speed Automatic,Front Wheel Drive,Gas,AM/FM CD,4,06SONATA6306,5NPEU46F86H026306,"Description
  
      The 2006 Sonata GLS V6 with **Power Sunroof** is the best Hyundai car yet, with plentiful features and an excellent highway ride that make it a serious contender in the midsize sedan segment. The Sonata offers More upscale-looking than its predecessor, powerful and refined V6, smooth highway ride, roomy interior.This Sonata is equipped with features like Heated Leather, power drivers seat, six airbags, cruise, ABS, stability and traction control, remote keyless entry and an MP3/CD player.Powering the Sonata is a 3.3L V6 Engine that makes 235 hp and 226 lb-ft of torque at 3,500 rpm. A five-speed automatic transmission is standard with the V6. Fuel Economy clocks in at 18 MPG City and 27 MPG Hwy.Safety features of the Sonata are ABS, traction control, electronic stability control, front side-impact airbags, full-length side curtain airbags and active head restraints are all standard equipment on every Sonata. In NHTSA crash tests, the Hyundai Sonata was impressive, scoring five stars in both frontal- and side-impact tests. In the IIHS frontal-offset crash test, the Sonata received a score of ""Good,"" the highest possible rating. Side-impact testing resulted in an ""Acceptable"" rating, the IIHS' second highest.Give us a call to schedule a test drive or if you have additional questions. Warranty available for purchase.","<h3 class=""field-label"">Features</h3>
  <div class=""item-list""><ul id=""list-0"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">2WD/Front Wheel Drive</li>
<li>4 Door</li>
<li>Air Conditioning</li>
<li>Alloy Wheels</li>
<li>AM FM Radio</li>
<li>Anti Lock Brakes</li>
<li class=""last"">Automatic Transmission</li>
</ul></div><div class=""item-list""><ul id=""list-1"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">CD Player</li>
<li>Cruise Control</li>
<li>Dual Air Bags</li>
<li>Fog Lights</li>
<li>Moon Roof/Sunroof</li>
<li>Power Drivers Seat</li>
<li class=""last"">Power Locks</li>
</ul></div><div class=""item-list""><ul id=""list-2"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Power Mirrors</li>
<li>Power Steering</li>
<li>Power Windows</li>
<li>Rear Window Defroster</li>
<li>Side Airbags</li>
<li>Tilt Wheel</li>
<li class=""last"">Tinted Glass</li>
</ul></div>",2006,Hyundai,Sonata,import,car
2006 Chrysler PT Cruiser Limited Edition,5795,4 Door Hatchback,117498,White,Gray Cloth,2.4L 4 Cylinder,4 Speed Automatic with Overdrive,Front Wheel Drive,Gas,AM/FM CD,4,06PTCRUISER8976,3A8FY68B76T238976,"Description
  
      A practical wagon with some Hollywood style, the 2006 Chrysler PT Cruiser Limited Edition with **Power Sunroof** is a hatchback wagon with Distinctive styling inside and out, spacious cabin with multiconfigurable rear seats, and a smooth ride.This PT Cruiser is equipped with Cloth Interior, Power Drivers Seat, and Power Options.Powering the PT Cruiser is a 2.4-liter inline four that makes 150 horsepower. Fuel Economy clocks in at 19 MPG City and 26 MPG Hwy.Give us a call to schedule a test drive or if you have additional questions. Warranty available for purchase.","<h3 class=""field-label"">Features</h3>
  <div class=""item-list""><ul id=""list-0"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">2WD/Front Wheel Drive</li>
<li>4 Door</li>
<li>Air Conditioning</li>
<li>Alloy Wheels</li>
<li>AM FM Radio</li>
<li class=""last"">Automatic Transmission</li>
</ul></div><div class=""item-list""><ul id=""list-1"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">CD Player</li>
<li>Cruise Control</li>
<li>Dual Air Bags</li>
<li>Power Drivers Seat</li>
<li>Power Locks</li>
<li class=""last"">Power Mirrors</li>
</ul></div><div class=""item-list""><ul id=""list-2"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Power Steering</li>
<li>Power Windows</li>
<li>Rear Window Defroster</li>
<li>Rear Window Wiper</li>
<li>Tilt Wheel</li>
<li class=""last"">Tinted Glass</li>
</ul></div>",2006,Chrysler,PT,import,car
2005 Ford Taurus SE,5995,4 Door,111547,Tan,Tan Cloth,3.0L V6,4 Speed with Electronic Overdrive,Front Wheel Drive,Gas,AM/FM CD,4,05TAURUSSE4956,1FAFP53U95A264956,"Description
  
      Take a look at this clean and solid running 2005 Ford Taurus SE. A great choice for a family looking for an inexpensive sedan or a car for a student driver.This Taurus is equipped with Cloth Interior, Power Drivers Seat, Air, Cruise, and Power Options.Powering the Taurus is a 3.0L V6 that gets Fuel Economy of 18 MPG City and 25 MPG Hwy.Give us a call to schedule a test drive or if you have additional questions. Warranty available for purchase.","<h3 class=""field-label"">Features</h3>
  <div class=""item-list""><ul id=""list-0"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">2WD/Front Wheel Drive</li>
<li>4 Door</li>
<li>Air Conditioning</li>
<li>Alloy Wheels</li>
<li>AM FM Radio</li>
<li class=""last"">Automatic Transmission</li>
</ul></div><div class=""item-list""><ul id=""list-1"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">CD Player</li>
<li>Cruise Control</li>
<li>Dual Air Bags</li>
<li>Power Drivers Seat</li>
<li>Power Locks</li>
<li class=""last"">Power Mirrors</li>
</ul></div><div class=""item-list""><ul id=""list-2"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Power Steering</li>
<li>Power Windows</li>
<li>Rear Window Defroster</li>
<li>Tilt Wheel</li>
<li class=""last"">Tinted Glass</li>
</ul></div>",2005,Ford,Taurus,import,car
2004 Buick LeSabre Custom,5995,4 Door,111451,Blue,Gray Leather,3.8L V6,4 Speed with Electronic Overdrive,Front Wheel Drive,Gas,AM/FM CD Tape,4,04LESABRE8616,1G4HP54K744148616,"Description
  
      The 2004 Buick LeSabre Custom is a crowd-pleasing large sedan that offers space, safety and surprisingly good mileage in a high-value and economical package. The LeSabre features Room for six, excellent mileage from V6, smooth ride, huge trunk, solid crash test scores.This LeSabre is equipped with Heated Leather, Power Seats, and Power Options.Powering the LeSabre is a 3.8L V6 Engine that gets Fuel Economy of 18 MPG City and 27 MPG Hwy.Give us a call to schedule a test drive or if you have additional questions. Warranty available for purchase.","<h3 class=""field-label"">Features</h3>
  <div class=""item-list""><ul id=""list-0"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">2WD/Front Wheel Drive</li>
<li>4 Door</li>
<li>Air Conditioning</li>
<li>Alloy Wheels</li>
<li>AM FM Radio</li>
<li>Anti Lock Brakes</li>
<li>Automatic Transmission</li>
<li class=""last"">Cassette Player</li>
</ul></div><div class=""item-list""><ul id=""list-1"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">CD Player</li>
<li>Cruise Control</li>
<li>Dual Air Bags</li>
<li>Heated Seats</li>
<li>Leather Interior</li>
<li>Power Locks</li>
<li>Power Mirrors</li>
<li class=""last"">Power Seats</li>
</ul></div><div class=""item-list""><ul id=""list-2"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Power Steering</li>
<li>Power Windows</li>
<li>Rear Window Defroster</li>
<li>Side Airbags</li>
<li>Tilt Wheel</li>
<li class=""last"">Tinted Glass</li>
</ul></div>",2004,Buick,LeSabre,import,car
2001 Chevy Impala LS,3495,4 Door,188991,Blue,Gray Cloth,3.8L V6,4 Speed Automatic,Front Wheel Drive,Gas,AM/FM CD/TAPE,4,01IMPALA6859,2G1WH55K119306859,"Description
  
      The 2001 Chevy Impala is a room sedan that offer Five passenger seating, big brakes, and a torquey V6 engine.This Impala is equipped with Cloth Interior, Power Drivers Seat, and Power Options.Powering the Impala is a 3.8L V6 Engine that gets Fuel Economy of 17 MPG City and 28 MPG Hwy.Give us a call to schedule a test drive or if you have additional questions. Warranty available for purchase.","<h3 class=""field-label"">Features</h3>
  <div class=""item-list""><ul id=""list-0"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">2WD/Front Wheel Drive</li>
<li>4 Door</li>
<li>Air Conditioning</li>
<li>Alloy Wheels</li>
<li>AM FM Radio</li>
<li>Anti Lock Brakes</li>
<li class=""last"">Automatic Transmission</li>
</ul></div><div class=""item-list""><ul id=""list-1"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Cassette Player</li>
<li>CD Player</li>
<li>Cruise Control</li>
<li>Dual Air Bags</li>
<li>Power Drivers Seat</li>
<li>Power Locks</li>
<li class=""last"">Power Mirrors</li>
</ul></div><div class=""item-list""><ul id=""list-2"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Power Steering</li>
<li>Power Windows</li>
<li>Rear Window Defroster</li>
<li>Side Airbags</li>
<li>Tilt Wheel</li>
<li class=""last"">Tinted Glass</li>
</ul></div>",2001,Chevy,Impala,import,car
2006 Chrysler 300 Touring RWD V6,11995,4 Door,41166,Silver,Black Leather,3.5L V6,4 Speed Automatic,Rear Wheel Drive,Gas,AM/FM CD,4,06300TOURING1579,2C3KA53G36H291579,"Description
  
      **41K MILES!!** **ONE OWNER** **POWER SUNROOF** **LEATHER**The 2006 Chrysler 300 Touring V6 RWD offers distinctive styling and V6 power in a practical and affordable package. The 300 features Chiseled and masculine good looks, a long list of safety features, plenty of luxury and performance for the price paid.This 300 is equipped with Leather Interior, Power Drivers Seat, Rear Air Vents, and Power Options.Powering the 300 is a 3.5L V6 Engine that gets Fuel Economy of 17 MPG City and 24 MPG Hwy.Give us a call to schedule a test drive or if you have additional questions. Warranty available for purchase.","<h3 class=""field-label"">Features</h3>
  <div class=""item-list""><ul id=""list-0"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">2WD/Rear Wheel Drive</li>
<li>4 Door</li>
<li>Air Conditioning</li>
<li>Alloy Wheels</li>
<li>AM FM Radio</li>
<li>Anti Lock Brakes</li>
<li>Automatic Transmission</li>
<li class=""last"">CD Player</li>
</ul></div><div class=""item-list""><ul id=""list-1"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Cruise Control</li>
<li>Dual Air Bags</li>
<li>Leather Interior</li>
<li>Low Mileage</li>
<li>Moon Roof/Sunroof</li>
<li>One Owner</li>
<li>Power Drivers Seat</li>
<li class=""last"">Power Locks</li>
</ul></div><div class=""item-list""><ul id=""list-2"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Power Mirrors</li>
<li>Power Steering</li>
<li>Power Windows</li>
<li>Rear Window Defroster</li>
<li>Tilt Wheel</li>
<li class=""last"">Tinted Glass</li>
</ul></div>",2006,Chrysler,300,import,car
2011 Hyundai Sonata Hybrid,12995,4 Door,141599,Silver,Gray Cloth,2.4L 4 Cylinder,6 Speed Shiftable Automatic,Front Wheel Drive,Gasoline Hybrid,AM/FM CD,4,11SONATAHYBRID5163,KMHEC4A49BA005163,"Description
  
      The 2011 Hyundai Sonata Hybrid is a sporty looking sedan that gets Excellent fuel economy, has a comfortable and handsome cabin and a smooth ride.Standard equipment on the Sonata includes 16-inch alloy wheels, keyless ignition/entry, dual-zone automatic climate control, cruise control, full power accessories, heated and folding outside mirrors, automatic headlights, a tilt-and-telescoping steering column, an auto-dimming rearview mirror, an eight-way power driver seat, a trip computer, Bluetooth and a six-speaker audio system with CD player, satellite radio, an iPod adapter and an auxiliary audio jack.The 2011 Hyundai Sonata Hybrid is powered by a 2.4-liter four-cylinder gasoline engine generating 166 horsepower and 154 pound-feet of torque, paired with an electric motor making 40 hp and 151 lb-ft. Combined, the two power units are good for 206 peak hp and 193 lb-ft of torque. A six-speed automatic with manual shift control is the only available transmission. The EPA estimates Sonata Hybrid fuel economy at 36 mpg city/40 mpg highway and 38 combined.Safety features on the 2011 Hyundai Sonata Hybrid include antilock brakes, traction control, stability control, front side-impact airbags, full-length side curtain airbags and active front head restraints.Give us a call to schedule a test drive or if you have additional questions. Warranty available for purchase.","<h3 class=""field-label"">Features</h3>
  <div class=""item-list""><ul id=""list-0"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">2WD/Front Wheel Drive</li>
<li>4 Door</li>
<li>Air Conditioning</li>
<li>Alloy Wheels</li>
<li>AM FM Radio</li>
<li>Anti Lock Brakes</li>
<li>Automatic Transmission</li>
<li class=""last"">CD Player</li>
</ul></div><div class=""item-list""><ul id=""list-1"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Cruise Control</li>
<li>Dual Air Bags</li>
<li>Fog Lights</li>
<li>Power Drivers Seat</li>
<li>Power Locks</li>
<li>Power Mirrors</li>
<li>Power Steering</li>
<li class=""last"">Power Windows</li>
</ul></div><div class=""item-list""><ul id=""list-2"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Rear Window Defroster</li>
<li>Remote Keyless Entry</li>
<li>Side Airbags</li>
<li>Tilt Wheel</li>
<li>Tinted Glass</li>
<li class=""last"">Traction Control</li>
</ul></div>",2011,Hyundai,Sonata,import,car
2006 Volkswagen Jetta TDI with PKG 1,9995,4 Door,142019,Gray,Gray Leather,1.9L 4 Cylinder Diesel,6 Speed Automatic,Front Wheel Drive,Diesel,AM/FM CD,4,759834,3VWST71K16M759834,"Description
  
      **One Owner** The 2006 Volkswagen Jetta TDI offers a near ideal balance between ride and handling. This, along with its Great Fuel Economy, premium cabin materials and long features list, makes it a great choice for small-car buyers. The Jetta TDI boasts a fuel-efficient TDI power plant, comfortable ride, rich interior materials, loads of standard safety features, excellent crash test scores, and solid build quality.This Jetta is equipped with Heated Leather Seats, Power Sunroof, and Power Options.Powering this Jetta is a 1.9-liter diesel four that makes 100 hp and 177 lb-ft of torque while getting up to 38 mpg. Fuel Economy clocks in at 30 MPG City and 38 MPG Hwy.Four-wheel antilock disc brakes, seat-mounted side airbags for front occupants and full-length head curtain airbags are standard across the line. In NHTSA crash testing, the VW Jetta received four stars for driver and passenger protection in frontal impacts, and five stars for front and rear seat protection in side impacts. The IIHS rated the VW Jetta ""Good"" its highest rating after conducting its offset frontal-impact crash test. The sedan also aced the side-impact test conducted by the IIHS.Give us a call to schedule a test drive or if you have additional questions. Warranty available for purchase.","<h3 class=""field-label"">Features</h3>
  <div class=""item-list""><ul id=""list-0"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">2WD/Front Wheel Drive</li>
<li>4 Door</li>
<li>Air Conditioning</li>
<li>Alloy Wheels</li>
<li>AM FM Radio</li>
<li>Anti Lock Brakes</li>
<li>Automatic Transmission</li>
<li class=""last"">CD Player</li>
</ul></div><div class=""item-list""><ul id=""list-1"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Cruise Control</li>
<li>Diesel</li>
<li>Dual Air Bags</li>
<li>Heated Seats</li>
<li>Leather Interior</li>
<li>Moon Roof/Sunroof</li>
<li>New Tires</li>
<li class=""last"">Power Locks</li>
</ul></div><div class=""item-list""><ul id=""list-2"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Power Mirrors</li>
<li>Power Steering</li>
<li>Power Windows</li>
<li>Rear Window Defroster</li>
<li>Remote Keyless Entry</li>
<li>Side Airbags</li>
<li>Tilt Wheel</li>
<li class=""last"">Tinted Glass</li>
</ul></div>",2006,Volkswagen,Jetta,import,car
